N_1._tr|B4IC01|B4IC01_DROSE	GO:0003723	GO:0003723
N_9570._tr|B4I402|B4I402_DROSE	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_9571._tr|B4IMK1|B4IMK1_DROSE	GO:0003677	GO:0006334	GO:0000786
N_9572._tr|B4IIS1|B4IIS1_DROSE	GO:0006368	GO:0008023
N_9573._tr|B4I384|B4I384_DROSE	GO:0016020
N_9574._tr|B4HTK3|B4HTK3_DROSE	GO:0016757
N_9575._tr|B4IDB3|B4IDB3_DROSE	
N_9576._tr|B4HIR8|B4HIR8_DROSE	GO:0019902	GO:0010923
N_9577._tr|B4HHN4|B4HHN4_DROSE	GO:0003777	GO:0005524	GO:0008017	GO:0007018
N_9578._tr|B4III6|B4III6_DROSE	GO:0003677
N_9579._tr|B4IM87|B4IM87_DROSE	GO:0004725	GO:0006470
N_9580._tr|B4I3I4|B4I3I4_DROSE	
N_9581._tr|B4HI46|B4HI46_DROSE	GO:0003883	GO:0006221	GO:0016787
N_9582._tr|B4HXZ3|B4HXZ3_DROSE	GO:0003676	GO:0004527
N_9583._tr|B4IAH8|B4IAH8_DROSE	GO:0004252	GO:0006508
N_9584._tr|B4I0X4|B4I0X4_DROSE	
N_9585._tr|B4HEA6|B4HEA6_DROSE	
N_9586._tr|B4I685|B4I685_DROSE	
N_9587._tr|B4IHR7|B4IHR7_DROSE	GO:0004185	GO:0006508
N_9588._tr|B4HZ52|B4HZ52_DROSE	GO:0004252	GO:0006508
N_9589._tr|B4HR66|B4HR66_DROSE	GO:0008374
N_9590._tr|B4I8R8|B4I8R8_DROSE	
N_9591._tr|B4HJK9|B4HJK9_DROSE	
N_9592._tr|B4I0G1|B4I0G1_DROSE	
N_9593._tr|B4IJ44|B4IJ44_DROSE	GO:0007165	GO:0005515
N_9594._tr|B4ICY9|B4ICY9_DROSE	GO:0004730
N_9595._tr|B4IN62|B4IN62_DROSE	
N_9596._tr|B4IK61|B4IK61_DROSE	
N_9597._tr|B4HGM1|B4HGM1_DROSE	
N_9598._tr|B4ICK0|B4ICK0_DROSE	GO:0016614	GO:0050660	GO:0016491	GO:0016491
N_9599._tr|B4HU36|B4HU36_DROSE	
N_9600._tr|B4HMC1|B4HMC1_DROSE	GO:0016740	GO:0006506	GO:0005789
N_9601._tr|B4IPE6|B4IPE6_DROSE	
N_9602._tr|B4HDS5|B4HDS5_DROSE	
N_9603._tr|B4HNM5|B4HNM5_DROSE	GO:0006952
N_9604._tr|B4HZ14|B4HZ14_DROSE	GO:0004252	GO:0006508
N_9605._tr|B4HET8|B4HET8_DROSE	
N_9606._tr|B4IPV8|B4IPV8_DROSE	GO:0003677
N_9607._tr|B4HL10|B4HL10_DROSE	GO:0004252	GO:0006508
N_9608._tr|B4HHW9|B4HHW9_DROSE	GO:0005247	GO:0006821	GO:0055085	GO:0016020
N_9609._tr|B4HQB1|B4HQB1_DROSE	GO:0046873	GO:0030001	GO:0055085	GO:0016020
N_9610._tr|B4I016|B4I016_DROSE	GO:0006811	GO:0016021	GO:0005230	GO:0006811	GO:0016021
N_9611._tr|B4ICL1|B4ICL1_DROSE	GO:0000287	GO:0004721	GO:0030145	GO:0004722
N_9612._tr|B4HQM3|B4HQM3_DROSE	
N_9613._tr|B4I549|B4I549_DROSE	GO:0006629
N_9614._tr|B4HGZ7|B4HGZ7_DROSE	GO:0005515	GO:0006749	GO:0005515	GO:0006749	GO:0005515	GO:0006749
N_9615._tr|B4I9P7|B4I9P7_DROSE	GO:0003824	GO:0050660	GO:0016491	GO:0050660
N_9616._tr|B4HLU0|B4HLU0_DROSE	GO:0017128	GO:0017121
N_9617._tr|B4I3W5|B4I3W5_DROSE	GO:0007165	GO:0005515	GO:0005515	GO:0005515
N_9618._tr|B4HQV1|B4HQV1_DROSE	GO:0005515
N_9619._tr|B4HW50|B4HW50_DROSE	
N_9620._tr|B4I0J7|B4I0J7_DROSE	GO:0004181	GO:0008270	GO:0006508
N_9621._tr|B4IPG2|B4IPG2_DROSE	GO:0003677	GO:0006334	GO:0000786
N_9622._tr|B4IF82|B4IF82_DROSE	GO:0003723	GO:0003743	GO:0003676
N_9623._tr|B4HHQ2|B4HHQ2_DROSE	GO:0003677
N_9624._tr|B4I871|B4I871_DROSE	
N_9625._tr|B4I7P6|B4I7P6_DROSE	
N_9626._tr|B4HHN6|B4HHN6_DROSE	GO:0016255	GO:0042765
N_9627._tr|B4IE30|B4IE30_DROSE	GO:0004984	GO:0005549	GO:0007608	GO:0016020
N_9628._tr|B4IHI9|B4IHI9_DROSE	GO:0034551
N_9629._tr|B4HPY1|B4HPY1_DROSE	GO:0005515	GO:0003723	GO:0005515
N_9630._tr|B4HFM0|B4HFM0_DROSE	
N_9631._tr|B4HPR9|B4HPR9_DROSE	GO:0005549
N_9632._tr|B4HRG2|B4HRG2_DROSE	
N_9633._tr|B4I1V9|B4I1V9_DROSE	GO:0008270
N_9634._tr|B4I448|B4I448_DROSE	GO:0016747
N_9635._tr|B4HFG2|B4HFG2_DROSE	
N_9636._tr|B4HWK1|B4HWK1_DROSE	GO:0004252	GO:0006508
N_9637._tr|B4HQE2|B4HQE2_DROSE	
N_9638._tr|B4HJT8|B4HJT8_DROSE	GO:0003723	GO:0003724	GO:0005524	GO:0016887	GO:0005524	GO:0016887	GO:0009378	GO:0006281	GO:0006310	GO:0005524	GO:0016887
N_9639._tr|B4HP91|B4HP91_DROSE	GO:0008234	GO:0006508
N_9640._tr|B4IJZ7|B4IJZ7_DROSE	GO:0003684	GO:0008534	GO:0006289	GO:0006284
N_9641._tr|B4IB99|B4IB99_DROSE	
N_9642._tr|B4HTI0|B4HTI0_DROSE	GO:0004984	GO:0005549	GO:0007608	GO:0016020
N_9643._tr|B4IKW8|B4IKW8_DROSE	
N_9644._tr|B4HR88|B4HR88_DROSE	GO:0004143	GO:0007205	GO:0016301
N_9645._tr|B4I4A1|B4I4A1_DROSE	GO:0004222	GO:0006508
N_9646._tr|B8X395|B8X395_DROSE	
N_9647._tr|B4HZW1|B4HZW1_DROSE	
N_9648._tr|B4HNH3|B4HNH3_DROSE	GO:0016021
N_9649._tr|B4I0G5|B4I0G5_DROSE	GO:0005515	GO:0005515	GO:0004222	GO:0006508
N_9650._tr|B4INP7|B4INP7_DROSE	GO:0003677	GO:0006334	GO:0000786
N_9651._tr|B4I461|B4I461_DROSE	
N_9652._tr|B4IAZ5|B4IAZ5_DROSE	
N_9653._tr|B4IMM5|B4IMM5_DROSE	GO:0016459
N_9654._tr|B4IB41|B4IB41_DROSE	
N_9655._tr|B4HQD6|B4HQD6_DROSE	
N_9656._tr|B4IPD9|B4IPD9_DROSE	
N_9657._tr|B4HH05|B4HH05_DROSE	
N_9658._tr|B4HGX2|B4HGX2_DROSE	GO:0006629
N_9659._tr|B4HQ85|B4HQ85_DROSE	GO:0030246
N_9660._tr|B4IP78|B4IP78_DROSE	
N_9661._tr|B4HYH7|B4HYH7_DROSE	GO:0035556	GO:0005515	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468	GO:0005515
N_9662._sp|B4HT57|AKTP1_DROSE	
N_9663._tr|B4HQD5|B4HQD5_DROSE	
N_9664._tr|B4I265|B4I265_DROSE	GO:0005515	GO:0005515	GO:0005515
N_9665._tr|B4IDA6|B4IDA6_DROSE	
N_9666._tr|B4HZM5|B4HZM5_DROSE	GO:0004984	GO:0007186	GO:0016021	GO:0004930	GO:0007186	GO:0016021
N_9667._tr|B4HVV7|B4HVV7_DROSE	
N_9668._tr|B4IDC9|B4IDC9_DROSE	GO:0008484
N_9669._tr|B4HNJ3|B4HNJ3_DROSE	GO:0016627	GO:0016627	GO:0016627	GO:0050660
N_9670._tr|B4IJN9|B4IJN9_DROSE	
N_9671._tr|B4IH05|B4IH05_DROSE	GO:0003755	GO:0000413
N_9672._tr|B4HRT6|B4HRT6_DROSE	GO:0003677	GO:0003899	GO:0006351
N_9673._tr|B4I1M2|B4I1M2_DROSE	GO:0016616	GO:0051287	GO:0046168
N_9674._tr|B4IGA0|B4IGA0_DROSE	
N_9675._tr|B4IMB1|B4IMB1_DROSE	
N_9676._tr|B4I3M9|B4I3M9_DROSE	GO:0015075	GO:0006811	GO:0055085	GO:0016020
N_9677._tr|Q2HWV1|Q2HWV1_DROSE	GO:0005549
N_9678._tr|B4I1I0|B4I1I0_DROSE	
N_9679._tr|B4HHW5|B4HHW5_DROSE	GO:0030170	GO:0019346	GO:0030170	GO:0009058
N_9680._tr|B4HLP3|B4HLP3_DROSE	GO:0008270
N_9681._tr|B4IDG7|B4IDG7_DROSE	
N_9682._sp|B4HMV9|EIF3B_DROSE	GO:0003723
N_9683._tr|B4HEM5|B4HEM5_DROSE	GO:0004497	GO:0005506	GO:0016705	GO:0020037
N_9684._tr|B4HK53|B4HK53_DROSE	GO:0002161	GO:0006418	GO:0000166	GO:0004812	GO:0005524	GO:0006418	GO:0004812	GO:0006418	GO:0000166	GO:0004812	GO:0005524	GO:0006418
N_9685._tr|B4IHY4|B4IHY4_DROSE	
N_9686._tr|B4IJA1|B4IJA1_DROSE	GO:0016747
N_9687._tr|C8YQG6|C8YQG6_DROSE	GO:0140359	GO:0016020
N_9688._tr|B4HZ48|B4HZ48_DROSE	
N_9689._tr|B4HJX7|B4HJX7_DROSE	GO:0006850	GO:0005743
N_9690._tr|B4I0X7|B4I0X7_DROSE	
N_9691._tr|B4IL81|B4IL81_DROSE	
N_9692._tr|B4IQL7|B4IQL7_DROSE	GO:0003677
N_9693._tr|B4I1E0|B4I1E0_DROSE	GO:0004497	GO:0005506	GO:0016705	GO:0020037
N_9694._tr|B4HV92|B4HV92_DROSE	GO:0004252	GO:0006508
N_9695._tr|B4HL84|B4HL84_DROSE	GO:0004252	GO:0006508
N_9696._tr|B4HKD1|B4HKD1_DROSE	GO:0016791
N_9697._tr|B4HQ06|B4HQ06_DROSE	GO:0005515	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_9698._tr|B4HTV3|B4HTV3_DROSE	
N_9699._tr|B4HZZ2|B4HZZ2_DROSE	GO:0004930	GO:0007186	GO:0016021
N_9700._tr|B4HKU9|B4HKU9_DROSE	GO:0004930	GO:0007186	GO:0016021
N_9701._tr|B4IF92|B4IF92_DROSE	
N_9702._tr|B4HYE6|B4HYE6_DROSE	
N_9703._tr|B4ICF8|B4ICF8_DROSE	GO:0022857	GO:0055085	GO:0016020
N_9704._tr|B4HZU4|B4HZU4_DROSE	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_9705._tr|B4I9A3|B4I9A3_DROSE	GO:0003723	GO:0003743	GO:0006413
N_9706._tr|B4HJL9|B4HJL9_DROSE	
N_9707._tr|B4HTD5|B4HTD5_DROSE	GO:0003779	GO:0007010
N_9708._tr|B4HQ98|B4HQ98_DROSE	GO:0005515
N_9709._tr|B4IGN9|B4IGN9_DROSE	
N_9710._tr|B4I719|B4I719_DROSE	
N_9711._tr|B4HSR1|B4HSR1_DROSE	GO:0004984	GO:0005549	GO:0007608	GO:0016020
N_9712._tr|B4I991|B4I991_DROSE	GO:0005509	GO:0005509	GO:0005515	GO:0004553	GO:0000272	GO:0005509	GO:0005509	GO:0005509	GO:0005509
N_9713._tr|B4ICA7|B4ICA7_DROSE	
N_9714._tr|B4IBV0|B4IBV0_DROSE	GO:0005515	GO:0070122	GO:0140492
N_9715._tr|B4HQW0|B4HQW0_DROSE	
N_9716._tr|B4IKP7|B4IKP7_DROSE	GO:0008417	GO:0006486	GO:0016020
N_9717._tr|B4HH98|B4HH98_DROSE	GO:0016773	GO:0005975	GO:0005524	GO:0140662
N_9718._tr|B4IAW5|B4IAW5_DROSE	
N_9719._tr|B4IH74|B4IH74_DROSE	
N_9720._tr|B4IFN6|B4IFN6_DROSE	GO:0016021
N_9721._tr|B4HKD3|B4HKD3_DROSE	GO:0005515	GO:0006749	GO:0005515	GO:0006749	GO:0005515	GO:0006749
N_9722._tr|B4HIW0|B4HIW0_DROSE	GO:0006355	GO:0005515
N_9723._tr|B4I9Q8|B4I9Q8_DROSE	GO:0004497	GO:0005506	GO:0016705	GO:0020037
N_9724._tr|B4I9S5|B4I9S5_DROSE	GO:0016021
N_9725._tr|B4HP56|B4HP56_DROSE	GO:0005524
N_9726._tr|B4I1I9|B4I1I9_DROSE	GO:0005524
N_9727._sp|B4HWI2|IRS1_DROSE	
N_9728._tr|B4HQ55|B4HQ55_DROSE	
N_9729._tr|B4HS26|B4HS26_DROSE	GO:0003677	GO:0003677	GO:0003677
N_9730._tr|B4I7M0|B4I7M0_DROSE	GO:0008194
N_9731._tr|B4HXJ7|B4HXJ7_DROSE	GO:0004252	GO:0006508
N_9732._tr|B4IF33|B4IF33_DROSE	GO:0032039
N_9733._tr|B4I0U1|B4I0U1_DROSE	GO:0006811	GO:0016021	GO:0005230	GO:0006811	GO:0016021
N_9734._tr|B4HW79|B4HW79_DROSE	
N_9735._tr|B4HL23|B4HL23_DROSE	GO:0008270	GO:0005634
N_9736._tr|B4HKS7|B4HKS7_DROSE	
N_9737._tr|B4IGI7|B4IGI7_DROSE	GO:0005515
N_9738._tr|B4I947|B4I947_DROSE	GO:0005515
N_9739._sp|B4HWV2|SMG8_DROSE	GO:0000184
N_9740._tr|B4HM59|B4HM59_DROSE	
N_9741._tr|B4IM25|B4IM25_DROSE	GO:0005507	GO:0016491
N_9742._tr|B4I4Y7|B4I4Y7_DROSE	
N_9743._tr|B4HH42|B4HH42_DROSE	
N_9744._tr|B4HVC0|B4HVC0_DROSE	
N_9745._tr|B4HPT5|B4HPT5_DROSE	
N_9746._tr|B4I2B2|B4I2B2_DROSE	
N_9747._tr|B4IJS1|B4IJS1_DROSE	GO:0008270
N_9748._tr|B4HUZ9|B4HUZ9_DROSE	GO:0005515
N_9749._tr|B4HEJ9|B4HEJ9_DROSE	
N_9750._tr|B4IBC6|B4IBC6_DROSE	GO:0008270	GO:0005634
N_9751._tr|B4IH47|B4IH47_DROSE	
N_9752._tr|B4HWW3|B4HWW3_DROSE	
N_9753._tr|B4I044|B4I044_DROSE	GO:0004984	GO:0007186	GO:0016021	GO:0004930	GO:0007186	GO:0016021
N_9754._tr|B4HZE0|B4HZE0_DROSE	GO:0005515
N_9755._tr|B4HY23|B4HY23_DROSE	GO:0005525	GO:0003924	GO:0005525	GO:0005525	GO:0003924	GO:0005525	GO:0003924	GO:0005525
N_9756._tr|B4HTF4|B4HTF4_DROSE	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_9757._tr|B4I9C9|B4I9C9_DROSE	GO:0005634
N_9758._tr|B4HVQ9|B4HVQ9_DROSE	GO:0003677	GO:0008270
N_9759._tr|B4I2X2|B4I2X2_DROSE	
N_9760._tr|B4I7J0|B4I7J0_DROSE	GO:0005975
N_9761._tr|B4HN35|B4HN35_DROSE	GO:0005515	GO:0005515	GO:0005515	GO:0005515
N_9762._tr|B4I7P4|B4I7P4_DROSE	
N_9763._tr|B4HJD5|B4HJD5_DROSE	GO:0004930
N_9764._tr|B4IDL0|B4IDL0_DROSE	GO:0046983
N_9765._tr|B4II28|B4II28_DROSE	GO:0016021
N_9766._tr|B4HKE3|B4HKE3_DROSE	GO:0060271	GO:0034464
N_9767._tr|B4INK5|B4INK5_DROSE	GO:0061630
N_9768._tr|B4ICL9|B4ICL9_DROSE	
N_9769._tr|B4I506|B4I506_DROSE	GO:0005975
N_9770._tr|B4I5F7|B4I5F7_DROSE	GO:0004725	GO:0006470	GO:0008138	GO:0016311	GO:0070573	GO:0006508
N_9771._tr|B4IN45|B4IN45_DROSE	GO:0003677	GO:0006334	GO:0000786
N_9772._tr|B4HWR7|B4HWR7_DROSE	GO:0006629
N_9773._tr|B4IA99|B4IA99_DROSE	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_9774._tr|B4I9V9|B4I9V9_DROSE	
N_9775._tr|B4I6K8|B4I6K8_DROSE	
N_9776._tr|B4I2M1|B4I2M1_DROSE	GO:0003677
N_9777._tr|B4INL0|B4INL0_DROSE	GO:0008190	GO:0045947
N_9778._tr|B4IDR6|B4IDR6_DROSE	
N_9779._tr|B4HG54|B4HG54_DROSE	
N_9780._tr|B4IGG4|B4IGG4_DROSE	
N_9781._tr|B4I0G9|B4I0G9_DROSE	GO:0004252	GO:0006508
N_9782._tr|B4HXE1|B4HXE1_DROSE	GO:0005515	GO:0005515
N_9783._tr|B4IF85|B4IF85_DROSE	GO:0005216	GO:0006811	GO:0055085	GO:0016020
N_9784._tr|B4HI74|B4HI74_DROSE	GO:0003723
N_9785._tr|B4HPB1|B4HPB1_DROSE	
N_9786._tr|B4IJ60|B4IJ60_DROSE	GO:0035556
N_9787._tr|B4I089|B4I089_DROSE	GO:0008017
N_9788._tr|B4HPE3|B4HPE3_DROSE	GO:0005515	GO:0005737	GO:0005515	GO:0005515
N_9789._tr|B4HPM8|B4HPM8_DROSE	
N_9790._tr|B4IN59|B4IN59_DROSE	GO:0046983
N_9791._tr|B4HFY7|B4HFY7_DROSE	
N_9792._tr|B4INX7|B4INX7_DROSE	
N_9793._tr|B4IKI1|B4IKI1_DROSE	GO:0003924	GO:0005525	GO:0005525	GO:0003924	GO:0005525	GO:0005525	GO:0003924	GO:0005525	GO:0003924	GO:0005525
N_9794._tr|B4HKE5|B4HKE5_DROSE	GO:0006807
N_9795._tr|B4HMW9|B4HMW9_DROSE	GO:0005525	GO:0005525
N_9796._tr|B4IDM4|B4IDM4_DROSE	GO:0003924	GO:0005525
N_9797._tr|B4HZE2|B4HZE2_DROSE	GO:0046933	GO:0015986	GO:0045261
N_9798._tr|B4HV65|B4HV65_DROSE	GO:0004181	GO:0008270	GO:0006508
N_9799._tr|B4HH53|B4HH53_DROSE	GO:0016491
N_9800._tr|B4I6C1|B4I6C1_DROSE	GO:0016020	GO:0016021
N_9801._tr|B4I804|B4I804_DROSE	
N_9802._tr|B4I7J5|B4I7J5_DROSE	GO:0001522	GO:0042254
N_9803._tr|B4IAX1|B4IAX1_DROSE	GO:0003723	GO:0003723
N_9804._tr|B4HYQ9|B4HYQ9_DROSE	GO:0004559	GO:0006013
N_9805._tr|B4IKP2|B4IKP2_DROSE	GO:0035307	GO:0071595
N_9806._tr|B4HEY7|B4HEY7_DROSE	GO:0035091
N_9807._tr|B4I4X7|B4I4X7_DROSE	GO:0010181
N_9808._tr|B4IHE9|B4IHE9_DROSE	GO:0003677	GO:0046983
N_9809._tr|B4IGK4|B4IGK4_DROSE	GO:0003735	GO:0006412	GO:0005840
N_9810._tr|B4ILG2|B4ILG2_DROSE	
N_9811._tr|B4HJ91|B4HJ91_DROSE	
N_9812._tr|B4HN81|B4HN81_DROSE	GO:0016307	GO:0046488	GO:0005524	GO:0046872
N_9813._tr|B4HQZ4|B4HQZ4_DROSE	GO:0004386	GO:0003677	GO:0005524	GO:0016787	GO:0005524
N_9814._tr|B4IBI5|B4IBI5_DROSE	
N_9815._tr|B4HLX8|B4HLX8_DROSE	
N_9816._tr|B4ICC5|B4ICC5_DROSE	
N_9817._tr|B4I339|B4I339_DROSE	GO:0016020	GO:0004252	GO:0070008	GO:0005044	GO:0016020
N_9818._tr|B4IDA4|B4IDA4_DROSE	
N_9819._tr|B4HXG1|B4HXG1_DROSE	GO:0003690	GO:0006355
N_9820._tr|B4HRH0|B4HRH0_DROSE	GO:0003723	GO:0003723
N_9821._tr|B4I9A0|B4I9A0_DROSE	
N_9822._tr|B4I2J2|B4I2J2_DROSE	
N_9823._tr|B4IBH4|B4IBH4_DROSE	
N_9824._tr|B4IJ25|B4IJ25_DROSE	
N_9825._tr|B4HEI0|B4HEI0_DROSE	
N_9826._tr|B4HPK0|B4HPK0_DROSE	GO:0004553	GO:0005975
N_9827._tr|B4IKF6|B4IKF6_DROSE	GO:0005525
N_9828._tr|B4HNI1|B4HNI1_DROSE	
N_9829._tr|B4HSU8|B4HSU8_DROSE	
N_9830._tr|B4I322|B4I322_DROSE	GO:0004867
N_9831._tr|B4I7J2|B4I7J2_DROSE	GO:0004555	GO:0005991
N_9832._tr|B4HEA8|B4HEA8_DROSE	GO:0009922	GO:0016021
N_9833._tr|B4IJU0|B4IJU0_DROSE	GO:0006811	GO:0016021
N_9834._tr|B4HRH4|B4HRH4_DROSE	
N_9835._tr|B4HG12|B4HG12_DROSE	GO:0000166	GO:0004827	GO:0005524	GO:0006433	GO:0005737	GO:0000166	GO:0004812	GO:0005524	GO:0006418	GO:0005737	GO:0000166	GO:0004812	GO:0005524	GO:0006418	GO:0004812	GO:0005524	GO:0043039
N_9836._tr|B4IFD8|B4IFD8_DROSE	
N_9837._tr|B4IGS3|B4IGS3_DROSE	GO:0016021
N_9838._tr|B4I7R1|B4I7R1_DROSE	GO:0004252	GO:0006508
N_9839._tr|B4IGS1|B4IGS1_DROSE	
N_9840._tr|B4HLN9|B4HLN9_DROSE	GO:0004656	GO:0005783
N_9841._tr|B4HUN8|B4HUN8_DROSE	GO:0005515	GO:0004222	GO:0006508
N_9842._tr|B4HLI1|B4HLI1_DROSE	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_9843._tr|B4IG00|B4IG00_DROSE	
N_9844._tr|B4IA63|B4IA63_DROSE	
N_9845._tr|B4HSI9|B4HSI9_DROSE	
N_9846._tr|B4HU04|B4HU04_DROSE	GO:0003924	GO:0005525	GO:0003924	GO:0005525	GO:0003924	GO:0005525
N_9847._tr|B4IKL2|B4IKL2_DROSE	GO:0005515
N_9848._tr|B4INM0|B4INM0_DROSE	GO:0006511	GO:0019773	GO:0051603	GO:0005839
N_9849._tr|B4IPS5|B4IPS5_DROSE	GO:0003677	GO:0006334	GO:0000786
N_9850._tr|B4HSC6|B4HSC6_DROSE	GO:0030150	GO:0005742
N_9851._tr|B4IGF9|B4IGF9_DROSE	GO:0003924	GO:0005525	GO:0003924	GO:0005525
N_9852._tr|B4HYQ5|B4HYQ5_DROSE	GO:0004096	GO:0020037
N_9853._tr|B4I7G9|B4I7G9_DROSE	
N_9854._tr|B4IH84|B4IH84_DROSE	GO:0004252	GO:0006508
N_9855._tr|B4HR00|B4HR00_DROSE	GO:0003713	GO:0007219	GO:0045944	GO:0016607	GO:0070461
N_9856._tr|B4HNV9|B4HNV9_DROSE	GO:0016758	GO:0006486	GO:0016020
N_9857._tr|B4HPI4|B4HPI4_DROSE	
N_9858._tr|B4I8V7|B4I8V7_DROSE	GO:0003910	GO:0005524	GO:0006281	GO:0006310	GO:0003677	GO:0003910	GO:0006281	GO:0006310	GO:0003910	GO:0006281	GO:0006310
N_9859._tr|B4HYY9|B4HYY9_DROSE	
N_9860._tr|B4HL20|B4HL20_DROSE	
N_9861._tr|B4HSU7|B4HSU7_DROSE	GO:0003777	GO:0005524	GO:0008017	GO:0007018	GO:0008017
N_9862._tr|B4HIZ5|B4HIZ5_DROSE	GO:0016702
N_9863._tr|B4ING4|B4ING4_DROSE	GO:0008569	GO:0007018	GO:0030286
N_9864._tr|B4HQW9|B4HQW9_DROSE	
N_9865._tr|B4IL01|B4IL01_DROSE	GO:0005509	GO:0051082	GO:0006457	GO:0005783
N_9866._tr|B4ILQ3|B4ILQ3_DROSE	
N_9867._tr|B4IC80|B4IC80_DROSE	GO:0008061	GO:0005576
N_9868._tr|Q76FE1|Q76FE1_DROSE	GO:0003677
N_9869._tr|B4I8W3|B4I8W3_DROSE	GO:0006334	GO:0005634
N_9870._tr|B4HZ98|B4HZ98_DROSE	
N_9871._tr|B4IAY1|B4IAY1_DROSE	GO:0004345	GO:0050661	GO:0006006	GO:0016614	GO:0050661	GO:0006006
N_9872._tr|B4HSS1|B4HSS1_DROSE	
N_9873._tr|B4HYV3|B4HYV3_DROSE	
N_9874._tr|B4IFH8|B4IFH8_DROSE	GO:0030431	GO:0032222	GO:1903818
N_9875._tr|B4HPY5|B4HPY5_DROSE	
N_9876._tr|B4IEG3|B4IEG3_DROSE	GO:0005515	GO:0005515
N_9877._tr|B4HHA6|B4HHA6_DROSE	GO:0008270	GO:0005634
N_9878._tr|B4HV31|B4HV31_DROSE	GO:0005096
N_9879._tr|B4I0E4|B4I0E4_DROSE	GO:0006807
N_9880._tr|B4HZ74|B4HZ74_DROSE	
N_9881._tr|B4IGB9|B4IGB9_DROSE	GO:0004484	GO:0005524	GO:0006370	GO:0008138	GO:0016311	GO:0003910	GO:0005524	GO:0006281	GO:0006310
N_9882._tr|B4IC78|B4IC78_DROSE	GO:0046983
N_9883._tr|B4HIB1|B4HIB1_DROSE	
N_9884._tr|B4HJL2|B4HJL2_DROSE	
N_9885._tr|Q5R263|Q5R263_DROSE	
N_9886._tr|B4HM12|B4HM12_DROSE	
N_9887._tr|B4HG35|B4HG35_DROSE	GO:0033617	GO:0016021
N_9888._tr|B4HEJ2|B4HEJ2_DROSE	
N_9889._tr|B4HJN2|B4HJN2_DROSE	GO:0004812	GO:0005524	GO:0043039
N_9890._tr|B4IF84|B4IF84_DROSE	GO:0003723
N_9891._tr|B4HTX0|B4HTX0_DROSE	
N_9892._tr|B4HEU8|B4HEU8_DROSE	GO:0006367	GO:0005672
N_9893._tr|B4HGD1|B4HGD1_DROSE	
N_9894._tr|B4ILI1|B4ILI1_DROSE	GO:0004930	GO:0007186	GO:0016021
N_9895._tr|B4HVA7|B4HVA7_DROSE	
N_9896._tr|B4HNE6|B4HNE6_DROSE	GO:0003714
N_9897._tr|B4I3K6|B4I3K6_DROSE	
N_9898._tr|B4HKV7|B4HKV7_DROSE	GO:0007165	GO:0005515
N_9899._tr|B4I763|B4I763_DROSE	GO:0008233
N_9900._tr|B4HH13|B4HH13_DROSE	
N_9901._tr|B4HFH3|B4HFH3_DROSE	
N_9902._tr|B4II35|B4II35_DROSE	GO:0006396
N_9903._tr|B4I1Y7|B4I1Y7_DROSE	GO:0005515
N_9904._tr|B4HJB6|B4HJB6_DROSE	
N_9905._tr|B4IDQ3|B4IDQ3_DROSE	
N_9906._tr|B4I8R2|B4I8R2_DROSE	GO:0008146
N_9907._tr|B4I1C3|B4I1C3_DROSE	GO:0015165	GO:0090481	GO:0000139	GO:0016021
N_9908._tr|B4I5Z9|B4I5Z9_DROSE	GO:0003677
N_9909._tr|B4HJJ5|B4HJJ5_DROSE	GO:0005515
N_9910._tr|B4HVZ4|B4HVZ4_DROSE	GO:0016773	GO:0005975	GO:0016773	GO:0005975
N_9911._tr|B4I547|B4I547_DROSE	GO:0005272	GO:0006814	GO:0016020
N_9912._tr|B4HV53|B4HV53_DROSE	
N_9913._tr|B4I4K6|B4I4K6_DROSE	
N_9914._tr|B4HP66|B4HP66_DROSE	GO:0005515	GO:0060090	GO:0043248
N_9915._tr|B4HGV6|B4HGV6_DROSE	GO:0035091
N_9916._tr|B4HJQ4|B4HJQ4_DROSE	
N_9917._tr|B4HS73|B4HS73_DROSE	GO:0004252	GO:0006508
N_9918._tr|B4I6J1|B4I6J1_DROSE	GO:0004553	GO:0005975
N_9919._tr|B4HLI4|B4HLI4_DROSE	GO:0004930	GO:0007186	GO:0016021
N_9920._tr|B4HZJ6|B4HZJ6_DROSE	GO:0004222	GO:0006508
N_9921._tr|B4HUK8|B4HUK8_DROSE	
N_9922._tr|B4IJ10|B4IJ10_DROSE	GO:0006355	GO:0006355
N_9923._tr|B4HJ25|B4HJ25_DROSE	
N_9924._tr|B4HNX0|B4HNX0_DROSE	GO:0003677	GO:0003899	GO:0006351	GO:0003677	GO:0003899	GO:0006351	GO:0003677	GO:0003899	GO:0006351	GO:0006351	GO:0003677	GO:0003899	GO:0006351	GO:0003677	GO:0003899	GO:0006351	GO:0003677	GO:0003899	GO:0006351
N_9925._tr|B4HNR8|B4HNR8_DROSE	
N_9926._tr|B4IP46|B4IP46_DROSE	GO:0003677	GO:0071821
