N_1._tr|A0A0J9RCZ1|A0A0J9RCZ1_DROSI	
N_18074._tr|B4R692|B4R692_DROSI	GO:0016765
N_18075._tr|B4QWE6|B4QWE6_DROSI	GO:0046961	GO:1902600	GO:0033179
N_18076._tr|A0A0J9U4L5|A0A0J9U4L5_DROSI	GO:0005516	GO:0030507	GO:0031175	GO:0008017	GO:0005515
N_18077._tr|A0A0J9R7W9|A0A0J9R7W9_DROSI	GO:0046983	GO:0003677	GO:0006355
N_18078._tr|A0A0J9RLI5|A0A0J9RLI5_DROSI	GO:0005085	GO:0005515	GO:0005515
N_18079._tr|B4QIV6|B4QIV6_DROSI	GO:0004252	GO:0006508
N_18080._tr|A0A075BLN4|A0A075BLN4_DROSI	GO:0003676	GO:0005524
N_18081._tr|B4QEY2|B4QEY2_DROSI	GO:0003735	GO:0006412	GO:0005840
N_18082._tr|A0A0J9RDX3|A0A0J9RDX3_DROSI	GO:0005515	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_18083._tr|B4R6E4|B4R6E4_DROSI	GO:0016298
N_18084._tr|A0A0J9RFJ1|A0A0J9RFJ1_DROSI	GO:0003777	GO:0005524	GO:0008017	GO:0007018	GO:0008017	GO:0005515
N_18085._tr|B4QX67|B4QX67_DROSI	
N_18086._tr|A0A0J9RFR0|A0A0J9RFR0_DROSI	GO:0008061	GO:0005576
N_18087._tr|B4Q7V5|B4Q7V5_DROSI	
N_18088._tr|A0A0J9RJE0|A0A0J9RJE0_DROSI	
N_18089._tr|B4QXG1|B4QXG1_DROSI	
N_18090._tr|B4R1Z6|B4R1Z6_DROSI	
N_18091._tr|A0A0J9R856|A0A0J9R856_DROSI	
N_18092._tr|D7F853|D7F853_DROSI	GO:0004984	GO:0005549	GO:0007608	GO:0016020
N_18093._tr|A0A0J9RMZ6|A0A0J9RMZ6_DROSI	GO:0033566	GO:0000931
N_18094._tr|A0A0J9RSZ2|A0A0J9RSZ2_DROSI	GO:0051539	GO:0006777	GO:0019008	GO:0006777	GO:0003824	GO:0051536
N_18095._tr|A0A0J9R1C6|A0A0J9R1C6_DROSI	GO:0003824	GO:0009058	GO:0003919	GO:0009231
N_18096._tr|A0A0J9TUP1|A0A0J9TUP1_DROSI	
N_18097._tr|B4Q5Z9|B4Q5Z9_DROSI	
N_18098._tr|B4Q804|B4Q804_DROSI	GO:0070273
N_18099._tr|B4R685|B4R685_DROSI	GO:0004970	GO:0016020
N_18100._sp|P33740|MS2B_DROSI	GO:0007617	GO:0005576
N_18101._tr|B4QKN8|B4QKN8_DROSI	
N_18102._tr|D7F8C6|D7F8C6_DROSI	GO:0050909	GO:0016021	GO:0004984	GO:0005549	GO:0007608	GO:0016020
N_18103._tr|A0A0J9U302|A0A0J9U302_DROSI	GO:0005515	GO:0005515	GO:0004222	GO:0006508
N_18104._tr|B4R407|B4R407_DROSI	GO:0005515
N_18105._tr|B4Q7M8|B4Q7M8_DROSI	GO:0003677
N_18106._tr|A0A0J9QUI3|A0A0J9QUI3_DROSI	GO:0008270
N_18107._tr|A0A0J9R1Q0|A0A0J9R1Q0_DROSI	GO:0003824	GO:0009058	GO:0003919	GO:0009231
N_18108._tr|A0A0J9R2P3|A0A0J9R2P3_DROSI	
N_18109._tr|A0A0J9R5H2|A0A0J9R5H2_DROSI	GO:0016020
N_18110._tr|A0A0J9QT42|A0A0J9QT42_DROSI	GO:0030246
N_18111._tr|A0A0J9QVB4|A0A0J9QVB4_DROSI	GO:0016020	GO:0004252	GO:0070008	GO:0005044	GO:0016020
N_18112._tr|B4QD45|B4QD45_DROSI	
N_18113._tr|A0A0J9UER3|A0A0J9UER3_DROSI	GO:0004867
N_18114._tr|B4QWB3|B4QWB3_DROSI	GO:0004252	GO:0006508
N_18115._tr|B4QZN2|B4QZN2_DROSI	GO:0016787
N_18116._tr|Q333Q7|Q333Q7_DROSI	GO:0008417	GO:0006486	GO:0016020
N_18117._tr|A0A0J9RG11|A0A0J9RG11_DROSI	GO:0003824
N_18118._tr|B4QEZ3|B4QEZ3_DROSI	GO:0005515	GO:0005515	GO:0005515	GO:0005515	GO:0005515
N_18119._tr|A0A0J9TRH5|A0A0J9TRH5_DROSI	GO:0005515	GO:0005515	GO:0005515
N_18120._tr|B4QZW6|B4QZW6_DROSI	GO:0006351	GO:0003676	GO:0008270	GO:0006351
N_18121._tr|Q6V6P7|Q6V6P7_DROSI	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_18122._tr|B3U0V9|B3U0V9_DROSI	
N_18123._tr|D7F9N2|D7F9N2_DROSI	GO:0004984	GO:0005549	GO:0007608	GO:0016020
N_18124._tr|B4QDN8|B4QDN8_DROSI	GO:0003755
N_18125._tr|A0A0J9U9F1|A0A0J9U9F1_DROSI	GO:0006355	GO:0004114	GO:0007165
N_18126._tr|A0A0J9RY47|A0A0J9RY47_DROSI	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_18127._tr|A0A3S5ZU20|A0A3S5ZU20_DROSI	
N_18128._tr|B4QHA8|B4QHA8_DROSI	GO:0016020	GO:0016021
N_18129._tr|B4QC16|B4QC16_DROSI	
N_18130._tr|A0A0J9R4E3|A0A0J9R4E3_DROSI	GO:0004252	GO:0006508
N_18131._tr|B4Q4V8|B4Q4V8_DROSI	
N_18132._tr|A0A0J9R8H4|A0A0J9R8H4_DROSI	GO:0016491
N_18133._tr|B4QCE1|B4QCE1_DROSI	GO:0005515	GO:0006749	GO:0005515	GO:0006749	GO:0005515	GO:0006749
N_18134._tr|A0A0J9QY78|A0A0J9QY78_DROSI	
N_18135._tr|A0A0J9RWX4|A0A0J9RWX4_DROSI	GO:0005515	GO:0005515	GO:0005515
N_18136._tr|A0A0J9R925|A0A0J9R925_DROSI	
N_18137._tr|A0A0J9RA24|A0A0J9RA24_DROSI	GO:0008270	GO:0005634
N_18138._tr|B4QRS9|B4QRS9_DROSI	GO:0005337	GO:1901642	GO:0016021
N_18139._tr|B4R7S7|B4R7S7_DROSI	GO:0000062
N_18140._tr|A0A0J9QSP4|A0A0J9QSP4_DROSI	GO:0015276	GO:0016020
N_18141._tr|B4QEE7|B4QEE7_DROSI	GO:0005525
N_18142._tr|A0A0J9RJ48|A0A0J9RJ48_DROSI	GO:0016757	GO:0006486	GO:0016757
N_18143._tr|A0A3S5ZT91|A0A3S5ZT91_DROSI	GO:0005524	GO:0140662
N_18144._tr|A0A3S5ZWE5|A0A3S5ZWE5_DROSI	
N_18145._tr|B4QZT5|B4QZT5_DROSI	
N_18146._tr|A0A0J9R423|A0A0J9R423_DROSI	GO:0005515
N_18147._tr|A0A0J9UML1|A0A0J9UML1_DROSI	GO:0004674	GO:0005515	GO:0031267	GO:0006886
N_18148._tr|A0A0J9RKV0|A0A0J9RKV0_DROSI	GO:0003854	GO:0016616	GO:0006694
N_18149._sp|B4QTL6|WDR55_DROSI	GO:0005515
N_18150._tr|A0A0J9RN35|A0A0J9RN35_DROSI	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_18151._tr|B4NSX3|B4NSX3_DROSI	
N_18152._tr|B4QFT4|B4QFT4_DROSI	
N_18153._tr|A0A0J9R9Z6|A0A0J9R9Z6_DROSI	
N_18154._tr|A0A3Q7YPW1|A0A3Q7YPW1_DROSI	GO:0032040
N_18155._tr|A0A0J9UD80|A0A0J9UD80_DROSI	
N_18156._tr|B4QRL8|B4QRL8_DROSI	GO:0004497	GO:0005506	GO:0016705	GO:0020037
N_18157._tr|Q3YMV7|Q3YMV7_DROSI	GO:0051287	GO:0016616	GO:0051287
N_18158._sp|B4Q572|GATC_DROSI	GO:0006450
N_18159._sp|B4QE02|FBSP1_DROSI	GO:0005515	GO:0005515	GO:0005515
N_18160._tr|B4QJD3|B4QJD3_DROSI	GO:0016491	GO:0016616
N_18161._tr|D7FA40|D7FA40_DROSI	GO:0008527	GO:0050912	GO:0016021	GO:0050909	GO:0016021
N_18162._tr|A0A0J9RX76|A0A0J9RX76_DROSI	
N_18163._tr|Q9NGG3|Q9NGG3_DROSI	
N_18164._tr|B4QDL9|B4QDL9_DROSI	GO:0005515
N_18165._tr|Q86DU0|Q86DU0_DROSI	GO:0004842	GO:0016567
N_18166._tr|B4Q8M5|B4Q8M5_DROSI	GO:0000062
N_18167._tr|B4QN10|B4QN10_DROSI	
N_18168._tr|A0A0J9RM13|A0A0J9RM13_DROSI	GO:0004418	GO:0033014	GO:0004418	GO:0033014
N_18169._tr|Q9TVS6|Q9TVS6_DROSI	
N_18170._tr|B4Q8X3|B4Q8X3_DROSI	GO:0004722
N_18171._tr|B4QQN8|B4QQN8_DROSI	
N_18172._tr|A0A0J9RPJ8|A0A0J9RPJ8_DROSI	
N_18173._tr|Q32UU3|Q32UU3_DROSI	
N_18174._tr|B4QGT0|B4QGT0_DROSI	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_18175._tr|B4Q5I4|B4Q5I4_DROSI	GO:0004553
N_18176._tr|B4NT60|B4NT60_DROSI	
N_18177._tr|A0A8E5JW70|A0A8E5JW70_DROSI	GO:0004129	GO:0020037	GO:0009060	GO:0016021
N_18178._tr|Q6QAU5|Q6QAU5_DROSI	
N_18179._tr|A0A0J9QVX5|A0A0J9QVX5_DROSI	
N_18180._tr|A0A0J9RFQ4|A0A0J9RFQ4_DROSI	GO:0005515
N_18181._tr|B4QMY8|B4QMY8_DROSI	GO:0004499	GO:0050660	GO:0050661	GO:0016491	GO:0016491	GO:0016491	GO:0015930	GO:0006807	GO:0015930	GO:0016638	GO:0006537	GO:0016491
N_18182._tr|A0A0J9R7X0|A0A0J9R7X0_DROSI	GO:0003677	GO:0006355	GO:0003677
N_18183._tr|Q6Y1N4|Q6Y1N4_DROSI	GO:0005515	GO:0005515	GO:0005515	GO:0005515	GO:0005515
N_18184._tr|B4QE24|B4QE24_DROSI	
N_18185._tr|A0A0J9RTU4|A0A0J9RTU4_DROSI	
N_18186._tr|B4Q832|B4Q832_DROSI	
N_18187._tr|B4R5A4|B4R5A4_DROSI	
N_18188._tr|B4NU85|B4NU85_DROSI	
N_18189._tr|A0A0J9QV26|A0A0J9QV26_DROSI	GO:0000166	GO:0004812	GO:0005524	GO:0006418	GO:0004812	GO:0006418	GO:0000166	GO:0004812	GO:0005524	GO:0006418
N_18190._tr|B4QTA5|B4QTA5_DROSI	GO:0005515
N_18191._tr|B4QWW2|B4QWW2_DROSI	
N_18192._tr|A8B8C8|A8B8C8_DROSI	GO:0008080	GO:0004402	GO:0006355	GO:0016573	GO:0008080
N_18193._tr|A0A0J9RDY6|A0A0J9RDY6_DROSI	GO:0046912	GO:0003824
N_18194._tr|B4QJB7|B4QJB7_DROSI	GO:0005515	GO:0005524	GO:0140658	GO:0046872
N_18195._tr|A0A0J9U5N1|A0A0J9U5N1_DROSI	GO:0008146
N_18196._tr|A5JHK6|A5JHK6_DROSI	GO:0004984	GO:0005549	GO:0007608	GO:0016020
N_18197._tr|B4R427|B4R427_DROSI	GO:0016021
N_18198._tr|A0A0J9RFN6|A0A0J9RFN6_DROSI	
N_18199._tr|A0A0J9TD99|A0A0J9TD99_DROSI	GO:0050909	GO:0016021	GO:0004984	GO:0005549	GO:0007608	GO:0016020
N_18200._tr|B5LER1|B5LER1_DROSI	
N_18201._tr|B4R3L9|B4R3L9_DROSI	GO:0004843	GO:0006511
N_18202._tr|A0A0J9U071|A0A0J9U071_DROSI	GO:0016746
N_18203._tr|B4R6Y7|B4R6Y7_DROSI	GO:0008270	GO:0005515
N_18204._tr|B4QMW8|B4QMW8_DROSI	
N_18205._tr|B4QX47|B4QX47_DROSI	GO:0030246
N_18206._sp|B4QFM2|TULP_DROSI	
N_18207._tr|B4Q546|B4Q546_DROSI	GO:0016491	GO:0016491
N_18208._tr|B4QAE0|B4QAE0_DROSI	
N_18209._tr|A0A0J9RVK8|A0A0J9RVK8_DROSI	GO:0016021
N_18210._tr|A0A0J9RKK4|A0A0J9RKK4_DROSI	
N_18211._tr|B4QCT4|B4QCT4_DROSI	GO:0016787
N_18212._tr|A0A0J9R1Y4|A0A0J9R1Y4_DROSI	GO:0005515	GO:0005198	GO:0006886	GO:0016192	GO:0030117
N_18213._tr|A0A0J9UQX2|A0A0J9UQX2_DROSI	GO:0016791
N_18214._tr|B5LFR2|B5LFR2_DROSI	GO:0032418
N_18215._tr|A0A0J9R7Y5|A0A0J9R7Y5_DROSI	GO:0016491	GO:0016209	GO:0016491
N_18216._tr|B4QBL9|B4QBL9_DROSI	GO:0003677
N_18217._tr|B4Q4P4|B4Q4P4_DROSI	GO:0003824	GO:0009058	GO:0003919	GO:0009231
N_18218._tr|D7F8A0|D7F8A0_DROSI	GO:0004984	GO:0005549	GO:0007608	GO:0016020
N_18219._tr|B4QLH6|B4QLH6_DROSI	GO:0005085
N_18220._tr|B4R5B5|B4R5B5_DROSI	
N_18221._tr|B4QDZ8|B4QDZ8_DROSI	
N_18222._tr|B4QJC9|B4QJC9_DROSI	GO:0003924	GO:0005525	GO:0005524	GO:0005524	GO:0016887	GO:0005524	GO:0005524	GO:0016301	GO:0005524	GO:0140359	GO:0055085	GO:0016021	GO:0005524	GO:0016887	GO:0003924	GO:0019001	GO:0031683	GO:0007186
N_18223._tr|B4QHG7|B4QHG7_DROSI	GO:0003725
N_18224._tr|B4Q3H3|B4Q3H3_DROSI	GO:0003924	GO:0005525	GO:0005525	GO:0005525
N_18225._tr|B4QH47|B4QH47_DROSI	GO:0003677
N_18226._tr|B4NS18|B4NS18_DROSI	GO:0019887	GO:0005956
N_18227._tr|D7FAI3|D7FAI3_DROSI	GO:0050909	GO:0016021	GO:0004984	GO:0005549	GO:0007608	GO:0016020
N_18228._tr|A0A0J9TWQ5|A0A0J9TWQ5_DROSI	GO:0007349	GO:0005737	GO:0016020
N_18229._tr|B4QMH5|B4QMH5_DROSI	
N_18230._tr|B4R2M3|B4R2M3_DROSI	GO:0003723	GO:0003743	GO:0006413
N_18231._tr|A0A0J9TMR2|A0A0J9TMR2_DROSI	
N_18232._tr|A0A3Q7YL57|A0A3Q7YL57_DROSI	GO:0022857	GO:0055085	GO:0016020
N_18233._tr|B4QGY4|B4QGY4_DROSI	GO:0004252	GO:0006508
N_18234._tr|A0A0J9U7S6|A0A0J9U7S6_DROSI	
N_18235._tr|B4QIG3|B4QIG3_DROSI	
N_18236._tr|B4Q366|B4Q366_DROSI	
N_18237._tr|B4QFH9|B4QFH9_DROSI	
N_18238._tr|A0A0J9RBB2|A0A0J9RBB2_DROSI	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_18239._tr|A0A0J9RPS3|A0A0J9RPS3_DROSI	GO:0008061	GO:0005576
N_18240._tr|A0A0J9RGV3|A0A0J9RGV3_DROSI	GO:0003723
N_18241._tr|Q94962|Q94962_DROSI	
N_18242._tr|B4QV38|B4QV38_DROSI	GO:0008270	GO:0005634
N_18243._tr|Q1L6Q2|Q1L6Q2_DROSI	GO:0008519	GO:0072488	GO:0016020
N_18244._tr|B4QNN1|B4QNN1_DROSI	GO:0003723
N_18245._tr|E5KYS1|E5KYS1_DROSI	
N_18246._tr|B4QKU4|B4QKU4_DROSI	GO:0006397	GO:0000445
N_18247._tr|A0A0J9TP79|A0A0J9TP79_DROSI	
N_18248._tr|A0A0J9RH69|A0A0J9RH69_DROSI	
N_18249._tr|A0A0J9QZ25|A0A0J9QZ25_DROSI	GO:0006811	GO:0016021	GO:0005230	GO:0006811	GO:0016021
N_18250._tr|D7PET8|D7PET8_DROSI	GO:0003924	GO:0005525	GO:0003924	GO:0005525	GO:0003924	GO:0019001	GO:0031683	GO:0007186
N_18251._tr|A0A0J9RSD2|A0A0J9RSD2_DROSI	
N_18252._tr|A0A0J9QWR6|A0A0J9QWR6_DROSI	GO:0005085	GO:0007264
N_18253._tr|A0A0J9R6N1|A0A0J9R6N1_DROSI	
N_18254._tr|A0A0J9TUQ5|A0A0J9TUQ5_DROSI	
N_18255._tr|A0A0J9RX42|A0A0J9RX42_DROSI	
N_18256._tr|A0A0J9RE30|A0A0J9RE30_DROSI	GO:0005515	GO:0005515	GO:0005515	GO:0005515	GO:0005515	GO:0005515
N_18257._tr|A0A0J9RBP9|A0A0J9RBP9_DROSI	GO:0005515	GO:0060090	GO:0043248
N_18258._tr|A0A0J9R731|A0A0J9R731_DROSI	GO:0050909	GO:0016021
N_18259._tr|B4QTN2|B4QTN2_DROSI	
N_18260._tr|B4QT51|B4QT51_DROSI	GO:0007030
N_18261._tr|A0A0A7KUX8|A0A0A7KUX8_DROSI	
N_18262._tr|A0A0J9TZ46|A0A0J9TZ46_DROSI	
N_18263._tr|B4QGS1|B4QGS1_DROSI	
N_18264._tr|B4Q7W1|B4Q7W1_DROSI	
N_18265._tr|B4QK63|B4QK63_DROSI	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468	GO:0004674	GO:0005524
N_18266._tr|B4NSB1|B4NSB1_DROSI	GO:0016020	GO:0016021
N_18267._tr|B4QUH0|B4QUH0_DROSI	GO:0003677
N_18268._tr|A0A0J9RC85|A0A0J9RC85_DROSI	GO:0005856	GO:0005515	GO:0005509	GO:0005515	GO:0005509	GO:0005509	GO:0008017
N_18269._tr|A0A0J9QWW9|A0A0J9QWW9_DROSI	GO:0004725	GO:0006470
N_18270._tr|A0A0J9RP64|A0A0J9RP64_DROSI	GO:0003723
N_18271._tr|A0A0U3L9S9|A0A0U3L9S9_DROSI	GO:0042742	GO:0005576
N_18272._tr|B4QSL8|B4QSL8_DROSI	
N_18273._tr|B4Q9T3|B4Q9T3_DROSI	GO:0042325	GO:0005737
N_18274._tr|B4QT00|B4QT00_DROSI	GO:0005515
N_18275._tr|B4QZP1|B4QZP1_DROSI	GO:0005525
N_18276._tr|B4QTZ1|B4QTZ1_DROSI	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_18277._tr|I7DFQ1|I7DFQ1_DROSI	GO:0015074
N_18278._tr|A0A0J9QV41|A0A0J9QV41_DROSI	
N_18279._tr|B4NT34|B4NT34_DROSI	GO:0003723
N_18280._tr|F6JL35|F6JL35_DROSI	
N_18281._tr|K7WKK5|K7WKK5_DROSI	GO:0005515	GO:0003676
N_18282._tr|B4QDX5|B4QDX5_DROSI	
N_18283._tr|A0A0J9R2M7|A0A0J9R2M7_DROSI	GO:0005515	GO:0005515	GO:0005515
N_18284._tr|A0A0J9RVC1|A0A0J9RVC1_DROSI	
N_18285._tr|B4QMU7|B4QMU7_DROSI	
N_18286._tr|B4QP70|B4QP70_DROSI	GO:0003676	GO:0005524	GO:0003677	GO:0005524	GO:0016787
N_18287._tr|B4QK96|B4QK96_DROSI	
N_18288._tr|B4R2Y3|B4R2Y3_DROSI	GO:0005549
N_18289._tr|B4Q5J8|B4Q5J8_DROSI	
N_18290._tr|B4NT30|B4NT30_DROSI	GO:0008237	GO:0008270
N_18291._tr|B4QZP7|B4QZP7_DROSI	
N_18292._tr|B4QCP6|B4QCP6_DROSI	GO:0016021
N_18293._tr|B4NU71|B4NU71_DROSI	GO:0070034	GO:1904868	GO:0003723
N_18294._tr|B4QAX1|B4QAX1_DROSI	GO:0008146
N_18295._tr|F6J614|F6J614_DROSI	GO:0004252	GO:0006508
N_18296._tr|B4QZF0|B4QZF0_DROSI	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_18297._tr|A0A0J9RRE0|A0A0J9RRE0_DROSI	GO:0008484
N_18298._tr|B4R2F3|B4R2F3_DROSI	GO:0004672	GO:0005524	GO:0006468
N_18299._tr|B4NV15|B4NV15_DROSI	GO:0005509	GO:0005544
N_18300._tr|A0A0J9TRL4|A0A0J9TRL4_DROSI	GO:0008270	GO:0005515
N_18301._tr|A0A0J9U5B1|A0A0J9U5B1_DROSI	GO:0003824	GO:0046872	GO:0008484
N_18302._tr|B4Q9U8|B4Q9U8_DROSI	GO:0055085	GO:0005741
N_18303._tr|B4NVL8|B4NVL8_DROSI	
N_18304._tr|B4NUE5|B4NUE5_DROSI	
N_18305._tr|A0A0J9TWC5|A0A0J9TWC5_DROSI	
N_18306._tr|B4QND0|B4QND0_DROSI	
N_18307._tr|B4Q901|B4Q901_DROSI	GO:0005515	GO:0005515
N_18308._tr|B4QSQ6|B4QSQ6_DROSI	
N_18309._tr|A0A0J9R1R8|A0A0J9R1R8_DROSI	GO:0005515	GO:0005515
N_18310._tr|A0A0J9R5I0|A0A0J9R5I0_DROSI	GO:0007165
N_18311._tr|A0A0J9RMT4|A0A0J9RMT4_DROSI	GO:0008527	GO:0050912	GO:0016021	GO:0050909	GO:0016021
N_18312._tr|A0A1U9GEB6|A0A1U9GEB6_DROSI	GO:0004129	GO:0020037	GO:0009060	GO:0016021
N_18313._tr|A0A0J9RE44|A0A0J9RE44_DROSI	
N_18314._tr|A0A0J9RBL4|A0A0J9RBL4_DROSI	
N_18315._tr|B4QWP6|B4QWP6_DROSI	
N_18316._tr|A0A0J9RG28|A0A0J9RG28_DROSI	GO:0004553	GO:0005975	GO:0004553	GO:0005975	GO:0004553	GO:0005975
N_18317._tr|B4R127|B4R127_DROSI	
N_18318._tr|A0A0J9TPU6|A0A0J9TPU6_DROSI	
N_18319._tr|A0A0J9RG42|A0A0J9RG42_DROSI	GO:0046907
N_18320._tr|B4QDM0|B4QDM0_DROSI	GO:0016787
N_18321._tr|A0A0J9RJ13|A0A0J9RJ13_DROSI	GO:0008194
N_18322._tr|B4QM92|B4QM92_DROSI	GO:0016787
N_18323._tr|A0A0J9RVC9|A0A0J9RVC9_DROSI	
N_18324._sp|Q7JNS1|TPIS_DROSI	GO:0004807
N_18325._tr|A0A0J9RV26|A0A0J9RV26_DROSI	GO:0003723
N_18326._tr|B4QIE4|B4QIE4_DROSI	GO:0004252	GO:0006508
N_18327._tr|B4QQG7|B4QQG7_DROSI	GO:0003352
N_18328._tr|B4QBJ3|B4QBJ3_DROSI	GO:0017196	GO:0031417
N_18329._tr|A0A0J9R6K3|A0A0J9R6K3_DROSI	GO:0004984	GO:0005549	GO:0007608	GO:0016020
N_18330._tr|B4Q617|B4Q617_DROSI	GO:0016021
N_18331._tr|A0A0J9UQ44|A0A0J9UQ44_DROSI	GO:0005515	GO:0005515	GO:0005515
N_18332._tr|B4QUW9|B4QUW9_DROSI	GO:0005525
N_18333._tr|B4QN57|B4QN57_DROSI	
N_18334._tr|B4QP28|B4QP28_DROSI	
N_18335._tr|A0A0J9R9N6|A0A0J9R9N6_DROSI	
N_18336._tr|B4QJY9|B4QJY9_DROSI	
N_18337._tr|A0A0J9RZ25|A0A0J9RZ25_DROSI	
N_18338._tr|A0A0J9RRI5|A0A0J9RRI5_DROSI	GO:0005515	GO:0007155	GO:0016021	GO:0003993	GO:0046872	GO:0005515
N_18339._tr|A0A0J9RBY6|A0A0J9RBY6_DROSI	GO:0003951	GO:0006741
N_18340._tr|A0A0J9TSP1|A0A0J9TSP1_DROSI	
N_18341._tr|B4QX31|B4QX31_DROSI	GO:0016491	GO:0016491
N_18342._tr|O61455|O61455_DROSI	GO:0003700	GO:0006355
N_18343._tr|A0A3S6AHP8|A0A3S6AHP8_DROSI	
N_18344._tr|B4QVL1|B4QVL1_DROSI	
N_18345._tr|B4Q7E6|B4Q7E6_DROSI	
N_18346._tr|B4QKB5|B4QKB5_DROSI	
N_18347._tr|B4Q7B2|B4Q7B2_DROSI	GO:0047429
N_18348._tr|Q9NGE4|Q9NGE4_DROSI	GO:0030674	GO:0051015
N_18349._tr|D7F8B8|D7F8B8_DROSI	GO:0004984	GO:0005549	GO:0007608	GO:0016020
N_18350._tr|B4R7E6|B4R7E6_DROSI	GO:0005524	GO:0005524	GO:0016301	GO:0005524	GO:0140359	GO:0055085	GO:0016021
N_18351._tr|B4R5Q7|B4R5Q7_DROSI	
N_18352._tr|A0A0J9S076|A0A0J9S076_DROSI	GO:0106245	GO:0006659
N_18353._tr|A0A0J9R2G6|A0A0J9R2G6_DROSI	GO:0004252	GO:0006508
N_18354._tr|A9YGD3|A9YGD3_DROSI	
N_18355._tr|A0A0J9R404|A0A0J9R404_DROSI	
N_18356._tr|A0A0J9UHT3|A0A0J9UHT3_DROSI	GO:0008745	GO:0009253
N_18357._tr|A0A0J9QUD1|A0A0J9QUD1_DROSI	GO:0004497	GO:0005506	GO:0016705	GO:0020037
N_18358._tr|B4QM94|B4QM94_DROSI	
N_18359._tr|A0A0J9U9S6|A0A0J9U9S6_DROSI	GO:0004499	GO:0050660	GO:0050661	GO:0016491	GO:0016491	GO:0071949
N_18360._tr|A0A0J9S0Z4|A0A0J9S0Z4_DROSI	GO:0004930	GO:0007186	GO:0016021
N_18361._tr|B4QEU4|B4QEU4_DROSI	GO:0016020
N_18362._tr|A0A0J9RBC8|A0A0J9RBC8_DROSI	GO:0016746
N_18363._tr|A0A0J9RN70|A0A0J9RN70_DROSI	GO:0016491	GO:0016209	GO:0016491	GO:0004602	GO:0006979
N_18364._tr|B4QIJ0|B4QIJ0_DROSI	GO:0005515
N_18365._tr|A0A0J9RU85|A0A0J9RU85_DROSI	
N_18366._tr|A0A0J9UD14|A0A0J9UD14_DROSI	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_18367._tr|B4Q9S5|B4Q9S5_DROSI	GO:0016298
N_18368._tr|A0A0J9RZM8|A0A0J9RZM8_DROSI	GO:0000287	GO:0004743	GO:0030955	GO:0006096
N_18369._tr|B4R3Z3|B4R3Z3_DROSI	GO:0006189
N_18370._tr|A0A0J9RC56|A0A0J9RC56_DROSI	GO:0006355
N_18371._tr|A0A0J9RLB1|A0A0J9RLB1_DROSI	GO:0016021
N_18372._tr|B4QZM7|B4QZM7_DROSI	GO:0004970	GO:0016020	GO:0015276	GO:0016020
N_18373._tr|B4Q5Q3|B4Q5Q3_DROSI	
N_18374._tr|A0A0J9RWP5|A0A0J9RWP5_DROSI	GO:0004499	GO:0050660	GO:0050661	GO:0016491	GO:0016491	GO:0016491	GO:0015930	GO:0006807	GO:0015930	GO:0016638	GO:0006537	GO:0016491
N_18375._tr|B4QQH3|B4QQH3_DROSI	
N_18376._tr|B4Q9D5|B4Q9D5_DROSI	
N_18377._tr|I7DFK1|I7DFK1_DROSI	GO:0003677	GO:0006313	GO:0015074
N_18378._tr|B4Q7F6|B4Q7F6_DROSI	GO:0140664	GO:0005515	GO:0005524	GO:0051276	GO:0005694	GO:0005524	GO:0016887
N_18379._tr|B4QU03|B4QU03_DROSI	
N_18380._tr|B4R7D1|B4R7D1_DROSI	GO:0005525	GO:0003924	GO:0005525	GO:0005525	GO:0003924	GO:0005525	GO:0003924	GO:0005525
N_18381._tr|F6JK48|F6JK48_DROSI	
N_18382._tr|F6JNA3|F6JNA3_DROSI	
N_18383._tr|A0A0J9U715|A0A0J9U715_DROSI	GO:0003677
N_18384._tr|A0A0J9R2Q4|A0A0J9R2Q4_DROSI	
N_18385._tr|A0A0J9RTB6|A0A0J9RTB6_DROSI	GO:0016021
N_18386._tr|B4R6J4|B4R6J4_DROSI	
N_18387._tr|B4Q4V5|B4Q4V5_DROSI	GO:0003677
N_18388._tr|A0A0J9RXH0|A0A0J9RXH0_DROSI	GO:0019901
N_18389._tr|B4Q4M2|B4Q4M2_DROSI	GO:0004222	GO:0006508	GO:0006508
N_18390._tr|A0A0J9RMM9|A0A0J9RMM9_DROSI	
N_18391._tr|B4QNL5|B4QNL5_DROSI	
N_18392._tr|Q58SF3|Q58SF3_DROSI	GO:0016020
N_18393._tr|B4R122|B4R122_DROSI	
N_18394._tr|B4R0A6|B4R0A6_DROSI	GO:0008017	GO:0046600
