N_1._tr|B4JFW9|B4JFW9_DROGR	GO:0005509
N_9374._tr|B4JPT2|B4JPT2_DROGR	GO:0034450	GO:0006511	GO:0016567	GO:0000151	GO:0004842	GO:0016567
N_9375._tr|B4J1G4|B4J1G4_DROGR	
N_9376._tr|B4J4J6|B4J4J6_DROGR	
N_9377._tr|B4J7A7|B4J7A7_DROGR	
N_9378._tr|B4J9S0|B4J9S0_DROGR	GO:0051539
N_9379._tr|B4IXC5|B4IXC5_DROGR	
N_9380._tr|B4JPD4|B4JPD4_DROGR	GO:0005615	GO:0004866	GO:0005576	GO:0004866
N_9381._tr|B4J720|B4J720_DROGR	GO:0050909	GO:0016021	GO:0004984	GO:0005549	GO:0007608	GO:0016020
N_9382._sp|B4J272|URM1_DROGR	GO:0034227	GO:0005737
N_9383._tr|B4J9Q8|B4J9Q8_DROGR	
N_9384._tr|B4JGE2|B4JGE2_DROGR	GO:0033743
N_9385._tr|B4JYP7|B4JYP7_DROGR	GO:0007160
N_9386._tr|B4JE87|B4JE87_DROGR	GO:0008270
N_9387._tr|B4JUC8|B4JUC8_DROGR	GO:0004930	GO:0007186	GO:0016021
N_9388._tr|B4JUJ6|B4JUJ6_DROGR	GO:0005509	GO:0005509	GO:0005509	GO:0005509
N_9389._tr|B4JKL5|B4JKL5_DROGR	GO:0038166
N_9390._tr|B4JNR0|B4JNR0_DROGR	
N_9391._tr|B4JCH1|B4JCH1_DROGR	GO:0015267	GO:0055085	GO:0016020	GO:0005739
N_9392._tr|B4JU01|B4JU01_DROGR	GO:0004222	GO:0006508	GO:0006508
N_9393._tr|B4J8H4|B4J8H4_DROGR	GO:0005515	GO:0005515
N_9394._tr|B4J8M4|B4J8M4_DROGR	GO:0004252	GO:0006508
N_9395._tr|B4JVX2|B4JVX2_DROGR	
N_9396._tr|B4JDD6|B4JDD6_DROGR	
N_9397._tr|B4K276|B4K276_DROGR	GO:0004252	GO:0006508
N_9398._tr|B4JMU9|B4JMU9_DROGR	
N_9399._tr|B4JEY3|B4JEY3_DROGR	GO:0003723	GO:0008168	GO:0006364
N_9400._tr|B4JPH8|B4JPH8_DROGR	GO:0017119
N_9401._tr|B4JP15|B4JP15_DROGR	GO:0016151	GO:0051604	GO:0008270
N_9402._tr|B4K0I7|B4K0I7_DROGR	
N_9403._tr|B4JRD7|B4JRD7_DROGR	GO:0004252	GO:0006508
N_9404._tr|B4K2N7|B4K2N7_DROGR	
N_9405._tr|B4JZ04|B4JZ04_DROGR	GO:0008236	GO:0006508
N_9406._tr|B4J3Z3|B4J3Z3_DROGR	
N_9407._tr|B4J514|B4J514_DROGR	
N_9408._tr|B4J834|B4J834_DROGR	
N_9409._tr|B4J3H1|B4J3H1_DROGR	
N_9410._tr|B4J548|B4J548_DROGR	GO:0003824
N_9411._tr|B4JGN3|B4JGN3_DROGR	
N_9412._tr|B4K368|B4K368_DROGR	GO:0016021
N_9413._tr|B4IZR5|B4IZR5_DROGR	GO:0003824	GO:0006807
N_9414._tr|B4IZ02|B4IZ02_DROGR	GO:0004190	GO:0016485	GO:0016021
N_9415._tr|B4JFB3|B4JFB3_DROGR	
N_9416._tr|B4JU20|B4JU20_DROGR	GO:0004471	GO:0051287
N_9417._tr|B4J7L6|B4J7L6_DROGR	
N_9418._tr|B4J2N9|B4J2N9_DROGR	GO:0005179	GO:0005576
N_9419._tr|B4J001|B4J001_DROGR	GO:0004252	GO:0006508
N_9420._tr|B4IX52|B4IX52_DROGR	GO:0004252	GO:0006508
N_9421._tr|B4IX86|B4IX86_DROGR	
N_9422._sp|B4J613|AKTP1_DROGR	
N_9423._tr|B4J3R4|B4J3R4_DROGR	
N_9424._tr|B4JTR1|B4JTR1_DROGR	
N_9425._tr|B4IWZ0|B4IWZ0_DROGR	GO:0004725	GO:0006470	GO:0008138	GO:0016311	GO:0005515	GO:0003993	GO:0046872	GO:0004721
N_9426._tr|B4IWQ1|B4IWQ1_DROGR	GO:0008146	GO:0016021
N_9427._tr|B4JG06|B4JG06_DROGR	GO:0003924	GO:0005525	GO:0005524	GO:0005524	GO:0140359	GO:0055085	GO:0016021	GO:0005525	GO:0005524	GO:0016887
N_9428._tr|B4JNQ3|B4JNQ3_DROGR	
N_9429._tr|B4J0H3|B4J0H3_DROGR	
N_9430._tr|B4J640|B4J640_DROGR	GO:0003677
N_9431._tr|B4J5Z8|B4J5Z8_DROGR	
N_9432._tr|B4JG72|B4JG72_DROGR	
N_9433._tr|B4K2L7|B4K2L7_DROGR	GO:0004984	GO:0005549	GO:0007608	GO:0016020
N_9434._tr|B4K1H6|B4K1H6_DROGR	GO:0009190	GO:0035556
N_9435._tr|B4JVE6|B4JVE6_DROGR	
N_9436._tr|B4JUU8|B4JUU8_DROGR	GO:0016757
N_9437._sp|B4J6Q0|FBSP1_DROGR	GO:0005515	GO:0005515	GO:0005515
N_9438._tr|B4IY24|B4IY24_DROGR	GO:0005549
N_9439._tr|B4JXL5|B4JXL5_DROGR	GO:0005548	GO:0015914	GO:0046872
N_9440._tr|B4JS95|B4JS95_DROGR	
N_9441._tr|B4J1Y9|B4J1Y9_DROGR	
N_9442._tr|B4JX80|B4JX80_DROGR	GO:0004066	GO:0006529
N_9443._tr|B4JWG3|B4JWG3_DROGR	GO:0003677	GO:0006275	GO:0003677	GO:0006275	GO:0000077	GO:0030896	GO:0000077
N_9444._tr|B4K3J4|B4K3J4_DROGR	GO:0004930
N_9445._tr|B4IZI4|B4IZI4_DROGR	GO:0003779	GO:0016043
N_9446._tr|B4JQF3|B4JQF3_DROGR	GO:0003677	GO:0003899	GO:0006351
N_9447._tr|B4J8U9|B4J8U9_DROGR	
N_9448._tr|B4IZ58|B4IZ58_DROGR	GO:0003677
N_9449._tr|B4JWG4|B4JWG4_DROGR	GO:0005515	GO:0005515	GO:0005515	GO:0005515
N_9450._tr|B4JHL8|B4JHL8_DROGR	GO:0005509	GO:0007156	GO:0016020
N_9451._tr|B4K0M8|B4K0M8_DROGR	
N_9452._tr|B4JKM8|B4JKM8_DROGR	GO:0005509	GO:0005544
N_9453._tr|B4JC21|B4JC21_DROGR	GO:0006629
N_9454._tr|B4JP41|B4JP41_DROGR	GO:0006355
N_9455._tr|B4JZD4|B4JZD4_DROGR	
N_9456._tr|B4JYI2|B4JYI2_DROGR	GO:0005515
N_9457._tr|B4J432|B4J432_DROGR	GO:0005549
N_9458._tr|B4K0S3|B4K0S3_DROGR	GO:0004497	GO:0005506	GO:0016705	GO:0020037
N_9459._tr|B4JWF1|B4JWF1_DROGR	GO:0019887	GO:0005956
N_9460._tr|B4JY28|B4JY28_DROGR	GO:0005515	GO:0005515	GO:0005515
N_9461._tr|B4IZQ0|B4IZQ0_DROGR	GO:0016757
N_9462._tr|B4JQD7|B4JQD7_DROGR	GO:0015095	GO:0015693	GO:0016021	GO:0016020	GO:0016021
N_9463._tr|B4J1F7|B4J1F7_DROGR	
N_9464._tr|B4J4X9|B4J4X9_DROGR	GO:0003847	GO:0016042
N_9465._tr|B4JCY8|B4JCY8_DROGR	GO:0005096	GO:0003924	GO:0005525	GO:0005515
N_9466._tr|B4JKK2|B4JKK2_DROGR	GO:0004521
N_9467._tr|B4JG37|B4JG37_DROGR	
N_9468._tr|B4JT11|B4JT11_DROGR	
N_9469._tr|B4JIS1|B4JIS1_DROGR	
N_9470._tr|B4JDY2|B4JDY2_DROGR	
N_9471._tr|B4JZX1|B4JZX1_DROGR	GO:0051603	GO:0005839
N_9472._tr|B4JNG7|B4JNG7_DROGR	GO:0008168
N_9473._tr|B4JWS6|B4JWS6_DROGR	GO:0005524	GO:0016887	GO:0005524	GO:0016887	GO:0009378	GO:0006281	GO:0006310	GO:0005524	GO:0016887
N_9474._tr|B4JAS3|B4JAS3_DROGR	GO:0005509	GO:0005509	GO:0005509	GO:0005509	GO:0005509	GO:0005509
N_9475._tr|B4J0L9|B4J0L9_DROGR	
N_9476._tr|B4JSW6|B4JSW6_DROGR	GO:0003676	GO:0005524	GO:0003676	GO:0003677	GO:0005524	GO:0016787	GO:0043138	GO:0006260	GO:0006281
N_9477._tr|B4JA33|B4JA33_DROGR	GO:0016491
N_9478._tr|B4J4S9|B4J4S9_DROGR	
N_9479._tr|B4IXU6|B4IXU6_DROGR	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_9480._tr|B4IYN6|B4IYN6_DROGR	
N_9481._tr|B4J991|B4J991_DROGR	
N_9482._tr|B4JNL9|B4JNL9_DROGR	GO:0043248
N_9483._tr|B4J574|B4J574_DROGR	GO:0070006	GO:0006508	GO:0070006	GO:0006508
N_9484._tr|B4JIN8|B4JIN8_DROGR	GO:0003924	GO:0005525	GO:0005524	GO:0140664	GO:0005525	GO:0005524	GO:0016887
N_9485._tr|B4J8H9|B4J8H9_DROGR	
N_9486._tr|B4JA77|B4JA77_DROGR	GO:0005515
N_9487._tr|B4JUK0|B4JUK0_DROGR	
N_9488._tr|B4JKQ3|B4JKQ3_DROGR	
N_9489._tr|B4JP85|B4JP85_DROGR	GO:0008452	GO:0006396
N_9490._tr|B4JEE3|B4JEE3_DROGR	
N_9491._tr|B4IYA8|B4IYA8_DROGR	GO:0003729	GO:0006378	GO:0005849
N_9492._tr|B4JEU8|B4JEU8_DROGR	
N_9493._tr|B4JIK9|B4JIK9_DROGR	GO:0005515	GO:0005515	GO:0005515
N_9494._tr|B4J5W7|B4J5W7_DROGR	GO:0005975
N_9495._tr|B4J366|B4J366_DROGR	GO:0008299
N_9496._tr|B4J194|B4J194_DROGR	GO:0008146	GO:0016021
N_9497._tr|B4JKR2|B4JKR2_DROGR	
N_9498._tr|B4JTK3|B4JTK3_DROGR	GO:0006886	GO:0031267	GO:0006886
N_9499._tr|B4J2Z6|B4J2Z6_DROGR	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_9500._tr|B4JNC5|B4JNC5_DROGR	GO:0005248	GO:0006814	GO:0001518	GO:0005216	GO:0006811	GO:0055085	GO:0016020
N_9501._tr|B4J2R9|B4J2R9_DROGR	
N_9502._tr|B4K3T2|B4K3T2_DROGR	GO:0016021
N_9503._tr|B4J2W1|B4J2W1_DROGR	
N_9504._tr|B4J6S7|B4J6S7_DROGR	
N_9505._tr|B4JCD4|B4JCD4_DROGR	
N_9506._tr|B4JG50|B4JG50_DROGR	
N_9507._tr|B4JXP8|B4JXP8_DROGR	GO:0005515
N_9508._tr|B4JIT4|B4JIT4_DROGR	GO:0015031
N_9509._tr|B4JH20|B4JH20_DROGR	GO:0004252	GO:0006508
N_9510._tr|B4JCY7|B4JCY7_DROGR	
N_9511._tr|B4JC87|B4JC87_DROGR	GO:0004222
N_9512._tr|B4JTU6|B4JTU6_DROGR	GO:0032040
N_9513._tr|B4J6I7|B4J6I7_DROGR	
N_9514._tr|B4J7E3|B4J7E3_DROGR	GO:0004984	GO:0005549	GO:0007608	GO:0016020
N_9515._tr|B4J1J8|B4J1J8_DROGR	GO:0003700	GO:0045893
N_9516._tr|B4IX56|B4IX56_DROGR	GO:0003712	GO:0006357	GO:0016592
N_9517._tr|B4IZU1|B4IZU1_DROGR	
N_9518._tr|B4JT50|B4JT50_DROGR	GO:0004521
N_9519._tr|B4JLW4|B4JLW4_DROGR	GO:0004252	GO:0006508
N_9520._tr|B4JMK8|B4JMK8_DROGR	
N_9521._tr|B4JW42|B4JW42_DROGR	GO:0022857	GO:0055085	GO:0016021	GO:0022857	GO:0055085
N_9522._tr|B4JM41|B4JM41_DROGR	GO:0003723	GO:0003724	GO:0003924	GO:0005525	GO:0005525	GO:0003924	GO:0005525
N_9523._tr|B4K2H6|B4K2H6_DROGR	GO:0003677
N_9524._tr|B4K019|B4K019_DROGR	
N_9525._tr|B4K243|B4K243_DROGR	GO:0005549
N_9526._tr|B4JGD4|B4JGD4_DROGR	
N_9527._tr|B4IWT5|B4IWT5_DROGR	GO:0003677
N_9528._tr|B4JIH2|B4JIH2_DROGR	GO:0140664	GO:0005515	GO:0005524	GO:0051276	GO:0005694	GO:0005524	GO:0016887
N_9529._tr|B4J6E7|B4J6E7_DROGR	GO:0005515	GO:0005515
N_9530._sp|P51551|ADH_DROGR	
N_9531._tr|B4JZU8|B4JZU8_DROGR	
N_9532._tr|B4JV96|B4JV96_DROGR	GO:0004656	GO:0005783
N_9533._tr|B4JUG4|B4JUG4_DROGR	GO:0005085
N_9534._tr|B4IX06|B4IX06_DROGR	GO:0004518	GO:0004518
N_9535._tr|B4JDK6|B4JDK6_DROGR	GO:0005509	GO:0005509	GO:0005515	GO:0005509	GO:0005509	GO:0005509
N_9536._tr|B4JM33|B4JM33_DROGR	GO:0003677	GO:0008270	GO:0006351	GO:0005886	GO:0016021
N_9537._tr|B4JTL6|B4JTL6_DROGR	
N_9538._sp|B4J6N6|EAF_DROGR	
N_9539._tr|B4JHS5|B4JHS5_DROGR	GO:0003677
N_9540._tr|B4K1Z8|B4K1Z8_DROGR	GO:0005515
N_9541._tr|B4JC40|B4JC40_DROGR	GO:0005509	GO:0005515
N_9542._tr|B4JHS0|B4JHS0_DROGR	GO:0004576	GO:0006486	GO:0016020
N_9543._tr|B4JK80|B4JK80_DROGR	
N_9544._tr|B4J917|B4J917_DROGR	GO:0005524	GO:0016301	GO:0004140	GO:0005524	GO:0015937
N_9545._tr|B4K3N6|B4K3N6_DROGR	
N_9546._tr|B4JX66|B4JX66_DROGR	
N_9547._tr|B4JAC7|B4JAC7_DROGR	
N_9548._tr|B4JRP7|B4JRP7_DROGR	GO:0004497	GO:0005506	GO:0016705	GO:0020037
N_9549._tr|B4J9J0|B4J9J0_DROGR	GO:0015116	GO:0008272	GO:0016021
N_9550._tr|B4JV82|B4JV82_DROGR	GO:0003677	GO:0006355
N_9551._tr|B4JAG4|B4JAG4_DROGR	GO:0003700	GO:0045893
N_9552._tr|B4JVN5|B4JVN5_DROGR	GO:0005515
N_9553._tr|B4JMK4|B4JMK4_DROGR	
N_9554._tr|B4JGZ4|B4JGZ4_DROGR	GO:0005509	GO:0005509	GO:0005509	GO:0005509
N_9555._tr|B4JBH8|B4JBH8_DROGR	
N_9556._tr|B4JQN6|B4JQN6_DROGR	
N_9557._tr|B4JB70|B4JB70_DROGR	GO:0016020
N_9558._tr|B4JZ90|B4JZ90_DROGR	GO:0022857	GO:0055085	GO:0005337	GO:0015858	GO:0016021
N_9559._tr|B4JVP4|B4JVP4_DROGR	GO:0005085	GO:0032012
N_9560._tr|B4JTP6|B4JTP6_DROGR	GO:0016012	GO:0016021
N_9561._tr|B4JXP3|B4JXP3_DROGR	GO:0007165	GO:0005515	GO:0005515
N_9562._tr|B4J923|B4J923_DROGR	GO:0005515
N_9563._tr|B4JFJ0|B4JFJ0_DROGR	
N_9564._tr|B4IZJ3|B4IZJ3_DROGR	
N_9565._tr|B4JQB4|B4JQB4_DROGR	
N_9566._tr|B4J4S3|B4J4S3_DROGR	
N_9567._tr|B4IXN7|B4IXN7_DROGR	
N_9568._tr|B4JPT3|B4JPT3_DROGR	
N_9569._tr|O02492|O02492_DROGR	GO:0016298
N_9570._tr|B4JFQ1|B4JFQ1_DROGR	
N_9571._tr|B4JWA9|B4JWA9_DROGR	
N_9572._tr|B4K1X8|B4K1X8_DROGR	GO:0005975	GO:0008061	GO:0005576
N_9573._tr|B4JA02|B4JA02_DROGR	GO:0003824	GO:0046872	GO:0008484
N_9574._tr|B4JFD6|B4JFD6_DROGR	GO:0008270	GO:0005634
N_9575._tr|B4J9W8|B4J9W8_DROGR	GO:0022857	GO:0055085
N_9576._tr|B4JVK6|B4JVK6_DROGR	
N_9577._tr|B4JX63|B4JX63_DROGR	
N_9578._tr|B4JF85|B4JF85_DROGR	GO:0016787
N_9579._tr|B4IYV1|B4IYV1_DROGR	
N_9580._tr|B4JHL9|B4JHL9_DROGR	GO:0005509	GO:0007156	GO:0016020
N_9581._tr|B4JCR9|B4JCR9_DROGR	
N_9582._tr|B4J4K8|B4J4K8_DROGR	
N_9583._tr|B4IZ59|B4IZ59_DROGR	GO:0005524	GO:0016887	GO:0005524	GO:0008569	GO:0007018	GO:0030286	GO:0005524	GO:0016887
N_9584._tr|B4JIC5|B4JIC5_DROGR	GO:0006368	GO:0005634	GO:0070449
N_9585._tr|B4IYE9|B4IYE9_DROGR	
N_9586._tr|B4J7N7|B4J7N7_DROGR	GO:0008418
N_9587._tr|B4JQB6|B4JQB6_DROGR	
N_9588._tr|B4J1H2|B4J1H2_DROGR	
N_9589._tr|B4JWG9|B4JWG9_DROGR	
N_9590._tr|B4JJM0|B4JJM0_DROGR	
N_9591._tr|B4JL91|B4JL91_DROGR	
N_9592._tr|B4JDJ0|B4JDJ0_DROGR	GO:0008194	GO:0016758
N_9593._tr|B4J7R6|B4J7R6_DROGR	
N_9594._tr|B4J8K1|B4J8K1_DROGR	
N_9595._tr|B4JM71|B4JM71_DROGR	
N_9596._tr|B4JNM4|B4JNM4_DROGR	GO:0008168	GO:0008168
N_9597._tr|B4JC04|B4JC04_DROGR	
N_9598._tr|B4JHB6|B4JHB6_DROGR	
N_9599._tr|B4K4D3|B4K4D3_DROGR	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_9600._tr|B4JNN7|B4JNN7_DROGR	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_9601._tr|B4J1D9|B4J1D9_DROGR	GO:0005515
N_9602._tr|B4JU53|B4JU53_DROGR	
N_9603._tr|B4JX49|B4JX49_DROGR	GO:0004252	GO:0006465
N_9604._tr|B4JR71|B4JR71_DROGR	
N_9605._tr|B4JQY6|B4JQY6_DROGR	GO:0000166
N_9606._tr|B4JEK9|B4JEK9_DROGR	GO:0004559	GO:0006013	GO:0004559	GO:0006013	GO:0004559	GO:0006013
N_9607._tr|B4J364|B4J364_DROGR	GO:0003729	GO:0006376	GO:0005685
N_9608._tr|B4JSL7|B4JSL7_DROGR	GO:0003924	GO:0005525
N_9609._tr|B4JLB7|B4JLB7_DROGR	GO:0005515	GO:0005515	GO:0005515
N_9610._tr|B4J8N1|B4J8N1_DROGR	GO:0003723
N_9611._tr|B4JIX6|B4JIX6_DROGR	GO:0005509
N_9612._tr|B4JIF9|B4JIF9_DROGR	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_9613._tr|B4K1C6|B4K1C6_DROGR	GO:0003743	GO:0006413	GO:0003723
N_9614._tr|B4J2V4|B4J2V4_DROGR	GO:0005272	GO:0006814	GO:0016020
N_9615._tr|B4JGM0|B4JGM0_DROGR	GO:0003677
N_9616._tr|B4J6J4|B4J6J4_DROGR	GO:0016491
N_9617._tr|B4JB15|B4JB15_DROGR	
N_9618._tr|B4JZ09|B4JZ09_DROGR	
N_9619._tr|B4K048|B4K048_DROGR	GO:0005515	GO:0005515
N_9620._tr|B4J138|B4J138_DROGR	
N_9621._tr|B4JXJ0|B4JXJ0_DROGR	
N_9622._tr|B4JE31|B4JE31_DROGR	
N_9623._tr|B4K1B2|B4K1B2_DROGR	GO:0016757	GO:0016020
N_9624._tr|B4JTJ9|B4JTJ9_DROGR	GO:0046872
N_9625._tr|B4K2F3|B4K2F3_DROGR	
N_9626._tr|B4JQQ7|B4JQQ7_DROGR	
N_9627._tr|B4JVG2|B4JVG2_DROGR	GO:0004252	GO:0006508
N_9628._tr|B4JA44|B4JA44_DROGR	GO:0034450	GO:0006511	GO:0016567	GO:0000151	GO:0004842	GO:0016567
N_9629._tr|B4JC07|B4JC07_DROGR	GO:0016758	GO:0006486	GO:0016020
N_9630._tr|B4IYX3|B4IYX3_DROGR	GO:0003824	GO:0016830	GO:0030170	GO:0019752	GO:0016829	GO:0006520
N_9631._tr|B4J4B8|B4J4B8_DROGR	
N_9632._tr|B4J8A6|B4J8A6_DROGR	
N_9633._tr|B4JEM7|B4JEM7_DROGR	GO:0006629
N_9634._tr|B4JFV3|B4JFV3_DROGR	
N_9635._tr|B4JST2|B4JST2_DROGR	GO:0016740	GO:0016829	GO:0006520
N_9636._tr|B4J8G6|B4J8G6_DROGR	GO:0003735	GO:0006412	GO:0005840
N_9637._tr|B4JA57|B4JA57_DROGR	GO:0005515	GO:0005515
N_9638._tr|B4JJA6|B4JJA6_DROGR	GO:0003676	GO:0005524	GO:0004386
N_9639._tr|B4JAI9|B4JAI9_DROGR	GO:0008168	GO:0008168
N_9640._tr|B4J3L8|B4J3L8_DROGR	GO:0003677	GO:0005524	GO:0032508	GO:0005524	GO:0005524	GO:0016887
N_9641._tr|B4JAD2|B4JAD2_DROGR	GO:0005515
N_9642._tr|B4J243|B4J243_DROGR	GO:0046983
N_9643._tr|B4JAM4|B4JAM4_DROGR	GO:0004722	GO:0005515	GO:0005515
N_9644._tr|B4JI64|B4JI64_DROGR	GO:0002098	GO:0033588
N_9645._tr|B4JD86|B4JD86_DROGR	GO:0005319	GO:0006869	GO:0008289
N_9646._tr|B4JRC3|B4JRC3_DROGR	GO:0000287	GO:0004743	GO:0030955	GO:0006096
N_9647._tr|B4JW27|B4JW27_DROGR	GO:0004611	GO:0006094	GO:0004611	GO:0006094
N_9648._tr|B4JTA9|B4JTA9_DROGR	GO:0061630	GO:0000209	GO:0008592
N_9649._tr|B4IX23|B4IX23_DROGR	GO:0005515	GO:0006749	GO:0005515	GO:0006749	GO:0005515	GO:0006749
N_9650._tr|B4JBD4|B4JBD4_DROGR	
N_9651._sp|B4JSI3|RRF2M_DROGR	GO:0005525	GO:0003924	GO:0005525	GO:0005525
N_9652._sp|B4J2W3|WLS_DROGR	
N_9653._tr|B4JA31|B4JA31_DROGR	
N_9654._tr|B4JVC1|B4JVC1_DROGR	GO:0008324	GO:0006812	GO:0055085	GO:0016021
N_9655._tr|B4K0R4|B4K0R4_DROGR	
N_9656._tr|B4JK98|B4JK98_DROGR	GO:0005509	GO:0005544	GO:0003677	GO:0003700	GO:0016987	GO:0006352	GO:0006355
N_9657._tr|B4JXJ1|B4JXJ1_DROGR	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_9658._tr|B4J8N6|B4J8N6_DROGR	GO:0016409
N_9659._tr|B4J3Q3|B4J3Q3_DROGR	GO:0008483	GO:0030170
N_9660._tr|B4JPV1|B4JPV1_DROGR	GO:0005515
N_9661._tr|B4JD84|B4JD84_DROGR	
N_9662._tr|B4J4D8|B4J4D8_DROGR	GO:0005509	GO:0005509	GO:0005515	GO:0005509	GO:0005509	GO:0005509
N_9663._tr|B4JCL5|B4JCL5_DROGR	GO:0008080	GO:0003824	GO:0051536	GO:0008080
N_9664._tr|B4IYM7|B4IYM7_DROGR	GO:0016746	GO:0006506	GO:0016021
N_9665._tr|B4K1B1|B4K1B1_DROGR	
N_9666._tr|B4J3X0|B4J3X0_DROGR	GO:0016021
N_9667._tr|B4JGH8|B4JGH8_DROGR	GO:0043087
N_9668._tr|B4JAP0|B4JAP0_DROGR	GO:0016747	GO:0008080	GO:0008080
N_9669._tr|B4IZE8|B4IZE8_DROGR	GO:0016779	GO:0016779
N_9670._tr|B4J607|B4J607_DROGR	GO:0003735	GO:0005762
N_9671._tr|B4JQS7|B4JQS7_DROGR	
N_9672._tr|B4JYA3|B4JYA3_DROGR	GO:0016255	GO:0042765
N_9673._tr|B4JUZ9|B4JUZ9_DROGR	GO:0003735	GO:0006412	GO:0005840
N_9674._tr|B4JUH0|B4JUH0_DROGR	GO:0003723	GO:0016779	GO:0006396
N_9675._tr|B4K118|B4K118_DROGR	
N_9676._tr|B4IYH8|B4IYH8_DROGR	
N_9677._tr|B4JPQ3|B4JPQ3_DROGR	GO:0008236	GO:0006508	GO:0006508
N_9678._tr|B4JJ25|B4JJ25_DROGR	
N_9679._tr|B4IXP4|B4IXP4_DROGR	GO:0003712	GO:0006357	GO:0016592
N_9680._tr|B4JDV1|B4JDV1_DROGR	GO:0004970	GO:0016020	GO:0015276	GO:0016020
N_9681._tr|B4JNV7|B4JNV7_DROGR	
N_9682._tr|B4IZT2|B4IZT2_DROGR	
N_9683._tr|B4J0A3|B4J0A3_DROGR	
N_9684._tr|B4J9S6|B4J9S6_DROGR	GO:0003676	GO:0005515
N_9685._tr|B4K2R3|B4K2R3_DROGR	GO:0016021
N_9686._tr|B4JSQ1|B4JSQ1_DROGR	
N_9687._tr|B4JZ91|B4JZ91_DROGR	
N_9688._tr|B4JI03|B4JI03_DROGR	
N_9689._tr|B4J668|B4J668_DROGR	GO:0005085	GO:0005515	GO:0004672	GO:0005524	GO:0006468	GO:0004672	GO:0006468
N_9690._tr|B4JKC7|B4JKC7_DROGR	GO:0004843	GO:0016579
N_9691._tr|B4JWP5|B4JWP5_DROGR	GO:0004784	GO:0046872	GO:0006801	GO:0004784	GO:0046872	GO:0006801
N_9692._tr|B4JJB5|B4JJB5_DROGR	GO:0006886	GO:0016192	GO:0006886	GO:0016192	GO:0030117
N_9693._tr|B4JF67|B4JF67_DROGR	
N_9694._tr|B4JBP5|B4JBP5_DROGR	GO:0004222	GO:0006508	GO:0006508
N_9695._tr|B4JN11|B4JN11_DROGR	GO:0009055	GO:0051536
N_9696._tr|B4J3Y8|B4J3Y8_DROGR	
N_9697._tr|B4K104|B4K104_DROGR	
N_9698._tr|B4JF82|B4JF82_DROGR	GO:0008236	GO:0006508	GO:0016787
N_9699._tr|B4JCZ2|B4JCZ2_DROGR	GO:0008237	GO:0008241	GO:0006508	GO:0016020
N_9700._tr|B4J5H6|B4J5H6_DROGR	GO:0004497	GO:0005506	GO:0016705	GO:0020037
N_9701._tr|B4JEM9|B4JEM9_DROGR	GO:0006629
N_9702._tr|B4JGD1|B4JGD1_DROGR	
N_9703._tr|B4JRV2|B4JRV2_DROGR	GO:0003824	GO:0009058
N_9704._tr|B4K0A4|B4K0A4_DROGR	
N_9705._tr|B4J8B3|B4J8B3_DROGR	GO:0005515	GO:0005515	GO:0004222	GO:0006508
N_9706._tr|B4J119|B4J119_DROGR	GO:0046983	GO:0005515
N_9707._tr|B4JMM0|B4JMM0_DROGR	
N_9708._tr|B4JPY0|B4JPY0_DROGR	GO:0055085	GO:0016021
N_9709._tr|B4J037|B4J037_DROGR	GO:0008146
N_9710._tr|B4J8P8|B4J8P8_DROGR	
N_9711._tr|B4JRJ6|B4JRJ6_DROGR	GO:0003777	GO:0005524	GO:0008017	GO:0007018	GO:0008017
N_9712._tr|B4IWQ3|B4IWQ3_DROGR	GO:0016021	GO:0016021
N_9713._tr|B4JZH9|B4JZH9_DROGR	GO:0004181	GO:0008270	GO:0006508
N_9714._tr|B4K2L1|B4K2L1_DROGR	GO:0008234	GO:0006508
N_9715._tr|B4JTK1|B4JTK1_DROGR	GO:0003755	GO:0000413
N_9716._tr|P92027|P92027_DROGR	GO:0005515
N_9717._tr|B4J1P9|B4J1P9_DROGR	
N_9718._tr|B4JHS1|B4JHS1_DROGR	
N_9719._tr|B4JCI9|B4JCI9_DROGR	
N_9720._tr|B4JU89|B4JU89_DROGR	
N_9721._tr|B4JTH0|B4JTH0_DROGR	GO:0006367	GO:0005672
N_9722._tr|B4JCZ9|B4JCZ9_DROGR	GO:0005515
N_9723._tr|B4JIB4|B4JIB4_DROGR	
N_9724._tr|B4K0J7|B4K0J7_DROGR	GO:0003677	GO:0006352	GO:0005669
N_9725._tr|B4JX38|B4JX38_DROGR	GO:0003735	GO:0006412	GO:0005840
N_9726._tr|B4JKL1|B4JKL1_DROGR	GO:0005515
N_9727._tr|B4K3B4|B4K3B4_DROGR	GO:0004252	GO:0006508
N_9728._tr|B4JUP6|B4JUP6_DROGR	
N_9729._tr|B4JHX9|B4JHX9_DROGR	
N_9730._tr|B4JGB0|B4JGB0_DROGR	GO:0008080	GO:0008080	GO:0008080
N_9731._tr|B4JMR7|B4JMR7_DROGR	GO:0016021
